Filial;Produto;Descricao;NCM;Disponivel;Preco;Marca;Cód.Fabricante
2-SP;181184;GUARNICAO VIGIA (EXP.)                                                ;40082900;0;23,34;JAHU PLACA PRETA              ;
2-SP;181283;GUARNICAO DO PARA-BRISA (EXP.)                                        ;40082900;0;43,16;JAHU PLACA PRETA              ;
2-SP;181306;GUARNICAO LATERAL DIR./ESQ. (EXP.)                                    ;40082900;0;28,32;JAHU PLACA PRETA              ;
2-SP;181313;GUARNICAO VIGIA SPLIT (EXP.)                                          ;40082900;0;18,92;JAHU PLACA PRETA              ;
2-SP;181436;GUARNICAO DO PARA-BRISA (EXP.)                                        ;40082900;0;15,84;JAHU PLACA PRETA              ;
2-SP;181511;GUARNIÇÃO VIGIA (EXP.)                                                ;40082900;0;23,14;JAHU PLACA PRETA              ;
2-SP;181993;KIT GUARNICAO PARA-BRISA/VIGIA/JANELA LATERAL (EXP.)                  ;40082900;0;118,21;JAHU PLACA PRETA              ;
2-SP;182037;MANGUEIRA DO FILTRO DE AR (ORIG.)                                     ;40091100;0;58,58;JAHU PLACA PRETA              ;
2-SP;184642;TUBO REFRIGERAÇÃO MOTOR                                               ;87089990;0;32,06;JAHU PLACA PRETA              ;
2-SP;186066;KIT JUNTA HOMOC. LR/LC                                                ;87089990;0;11,8;JAHU PLACA PRETA              ;
2-SP;186554;ARO DA BUZINA VOLANTE                                                 ;87089411;1;81,86;JAHU PLACA PRETA              ;
2-SP;186813;REFORCO PARALAMA TRAS. (C/PARAFUSO/PORCAS) (CROMADO) (PAR)            ;87082999;0;18,39;JAHU PLACA PRETA              ;
2-SP;186820;POLAINAS PARALAMA DIANT. (ALUMINIO) (PAR)                             ;87082999;3;19,36;JAHU PLACA PRETA              ;
2-SP;186851;POLAINAS PARALAMA TRAS. (ALUM.) (PAR)                                 ;87082999;0;21,78;JAHU PLACA PRETA              ;
2-SP;186868;ESTRIBINHO INT. (ALUM.) (PAR)                                         ;87082999;> 10.00   ;46,61;JAHU PLACA PRETA              ;
2-SP;186875;ESTRIBINHO INT. (ALUM.) (PAR)                                         ;87082999;> 10.00   ;46,61;JAHU PLACA PRETA              ;
2-SP;186882;ESTRIBINHO INT. (ALUM.) (PAR)                                         ;87082999;> 10.00   ;46,41;JAHU PLACA PRETA              ;
2-SP;186899;ESTRIBINHO INT. (ALUM.) (PAR)                                         ;87082999;> 10.00   ;46,61;JAHU PLACA PRETA              ;
2-SP;186905;ESTRIBINHO INT. (ACO INOX) (PAR)                                      ;87082999;> 10.00   ;64,42;JAHU PLACA PRETA              ;
2-SP;186912;ESTRIBINHO INT. (ACO INOX) (PAR)                                      ;87082999;10;64,22;JAHU PLACA PRETA              ;
2-SP;186929;ESTRIBINHO INT. (ACO INOX) (PAR)                                      ;87082999;10;64,42;JAHU PLACA PRETA              ;
2-SP;186936;ESTRIBINHO INT. (ACO INOX) (PAR)                                      ;87082999;> 10.00   ;64,42;JAHU PLACA PRETA              ;
2-SP;186943;PROTECAO INT. COLUNA (ALUM.) (PAR)                                    ;87082999;3;21,72;JAHU PLACA PRETA              ;
2-SP;190230;MANGUEIRA TERM. COL. ADMISSÃO                                         ;40093100;7;10,38;JAHU PLACA PRETA              ;
2-SP;191770;MANGUEIRA DO FILTRO DE AR                                             ;40093100;0;89,75;JAHU PLACA PRETA              ;
2-SP;191794;MANGUEIRA DO COLETOR                                                  ;40093100;0;63,59;JAHU PLACA PRETA              ;
2-SP;192388;MANGUEIRA DO FILTRO DE AR                                             ;40092110;5;86,72;JAHU PLACA PRETA              ;
2-SP;195204;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;7;24,82;JAHU PLACA PRETA              ;
2-SP;197406;MANGUEIRA DO FILTRO DE AR                                             ;40091100;0;40,54;JAHU PLACA PRETA              ;
2-SP;199233;MANGUEIRA TERMOSTÁTICA RESERVATÓRIO D ÁGUA                            ;40093100;7;17,11;JAHU PLACA PRETA              ;
2-SP;199295;"MANGUEIRA DO AQUECEDOR /CONEXÃO ""T""                                   ";40091100;4;8,54;JAHU PLACA PRETA              ;
2-SP;199363;MANGUEIRA DO FILTRO DE AR                                             ;40092110;3;76,12;JAHU PLACA PRETA              ;
2-SP;201011;GUARNIÇÃO DO QUEBRA-VENTO ESQ.                                        ;40082900;4;110,43;JAHU PLACA PRETA              ;
2-SP;201028;GUARNIÇÃO DO QUEBRA-VENTO DIR.                                        ;40082900;0;110,43;JAHU PLACA PRETA              ;
2-SP;201035;GUARNIÇÃO QUEBRA-VENTO ESQ.                                           ;40082900;> 10.00   ;99,78;JAHU PLACA PRETA              ;
2-SP;201042;GUARNIÇÃO QUEBRA-VENTO DIR.                                           ;40082900;5;99,78;JAHU PLACA PRETA              ;
2-SP;201097;MANGUEIRA DO FILTRO DE AR                                             ;87089990;> 10.00   ;134,63;JAHU PLACA PRETA              ;
2-SP;201165;GRADE (CHURR.) (PAR)                                                  ;87082999;> 10.00   ;15,44;JAHU PLACA PRETA              ;
2-SP;217920;MANGUEIRA DO RESPIRO MOTOR                                            ;40093100;0;15,22;JAHU PLACA PRETA              ;
2-SP;220715;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;2;45,63;JAHU PLACA PRETA              ;
2-SP;220722;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;2;61,11;JAHU PLACA PRETA              ;
2-SP;220814;MANGUEIRA DO RADIADOR INF.                                            ;40093100;2;70,68;JAHU PLACA PRETA              ;
2-SP;225314;MANGUEIRA DO RADIADOR INF.                                            ;40093100;0;174,17;JAHU PLACA PRETA              ;
2-SP;225321;MANGUEIRA DO RADIADOR SUP.                                            ;40093100;0;93,18;JAHU PLACA PRETA              ;
2-SP;270024;FLEXÍVEL FREIO TRAS. (380MM)                                          ;87083090;0;23,47;JAHU PLACA PRETA              ;
2-SP;270529;BUCHA DO BRAÇO TENSOR SUSPENSÃO DIANT. (ORIG.)                        ;40169990;> 20.00   ;7,98;JAHU PLACA PRETA              ;
2-SP;290022;CILINDRO DE IGNIÇÃO (2 PINOS) (CROMADO)                               ;87082999;0;25,59;JAHU PLACA PRETA              ;
2-SP;290053;FECHO PORTA MALAS                                                     ;87082999;0;164,37;JAHU PLACA PRETA              ;
2-SP;291708;MANGUEIRA DO RADIADOR INF. C/MOLA ORIG.                               ;40093100;7;41,92;JAHU PLACA PRETA              ;
2-SP;295614;PORCA RODA 7/16XX20X3/4                                               ;73181600;> 100.00  ;1,25;JAHU PLACA PRETA              ;
2-SP;300011;CALÇO MOLA TRAS. ESQ.                                                 ;40169990;10;19,89;JAHU PLACA PRETA              ;
2-SP;300028;CALÇO MOLA TRAS. (DIR.)                                               ;40169990;8;19,95;JAHU PLACA PRETA              ;
2-SP;300059;GUARNIÇÃO JANELA LATERAL FIXA ESQ.                                    ;40082900;1;56,43;JAHU PLACA PRETA              ;
2-SP;300066;GUARNIÇÃO JANELA LATERAL FIXA DIR.                                    ;40082900;0;56,43;JAHU PLACA PRETA              ;
2-SP;300097;MANGUEIRA DO RADIADOR SUP. (S/AR)(ORIG.)                              ;40093100;0;19,17;JAHU PLACA PRETA              ;
2-SP;300103;MANGUEIRA DO RADIADOR INF. (ORIG.)                                    ;40093100;> 10.00   ;15,85;JAHU PLACA PRETA              ;
2-SP;300127;MANGUEIRA DO RADIADOR SUP. (ORIG.)                                    ;40093100;7;18,05;JAHU PLACA PRETA              ;
2-SP;300196;BUCHA DA BARRA ESTABILIZADORA TRAS.                                   ;87089990;1;4,92;JAHU PLACA PRETA              ;
2-SP;300325;SUPORTE COXIM CÂMBIO DIR.                                             ;87089990;3;27,61;JAHU PLACA PRETA              ;
2-SP;300356;BUCHA DA BANDEJA DIANT. (10MM)                                        ;40169990;9;6,98;JAHU PLACA PRETA              ;
2-SP;300424;MANGUEIRA DA BOMBA D ÁGUA (ORIG.)                                     ;40091100;5;16,52;JAHU PLACA PRETA              ;
2-SP;300462;MANGUEIRA DA BOMBA DAGUA (ORIG.)                                      ;40093100;7;10,45;JAHU PLACA PRETA              ;
2-SP;300592;GUARDA-PÓ ALAVANCA CÂMBIO (NAPA PTA C/BASE ENCOSTO)                   ;87089990;4;6,73;JAHU PLACA PRETA              ;
2-SP;300622;RESERVATÓRIO LAV. PARA-BRISA                                          ;87082999;4;38,38;JAHU PLACA PRETA              ;
2-SP;300875;MANGUEIRA DO RESPIRO TAMPA CABEC.(ORIG.)                              ;40091100;4;5,62;JAHU PLACA PRETA              ;
2-SP;300882;MANGUEIRA DO COLETOR ADMISSAO/CARB.(ORIG.)                            ;40093100;5;10,39;JAHU PLACA PRETA              ;
2-SP;300899;MANGUEIRA COL./VÁLVULA AQUECEDOR (16MM X 500MM)(ORIG.)                ;40093100;6;18,19;JAHU PLACA PRETA              ;
2-SP;300905;MANGUEIRA CARB.(ORIG.)                                                ;40093100;6;20,04;JAHU PLACA PRETA              ;
2-SP;300912;MANGUEIRA CABEÇ./CARBUR.(ORIG.)                                       ;40093100;9;12,48;JAHU PLACA PRETA              ;
2-SP;300936;MANGUEIRA DO COLETOR DE ADMISSÃO ORIG.                                ;40093100;> 10.00   ;22,37;JAHU PLACA PRETA              ;
2-SP;300943;MANGUEIRA DO RADIADOR SUP. (C/AR) (ORIG.)                             ;40091100;5;23,42;JAHU PLACA PRETA              ;
2-SP;300974;MANGUEIRA DO AQUECEDOR ENTRADA ÁGUA (ORIG.)                           ;40093100;3;10,25;JAHU PLACA PRETA              ;
2-SP;300981;MANGUEIRA DO AQUECEDOR SAÍDA ÁGUA (ORIG.)                             ;40093100;2;11,75;JAHU PLACA PRETA              ;
2-SP;301001;CAPA DO PEDAL DO FREIO/EMBREAGEM                                      ;40169990;> 20.00   ;1,43;JAHU PLACA PRETA              ;
2-SP;301049;CAPA PEDAL ACELERADOR                                                 ;40169990;> 10.00   ;2,29;JAHU PLACA PRETA              ;
2-SP;301124;RESERVATÓRIO EXPANSÃO RADIADOR                                        ;87082999;> 10.00   ;17,63;JAHU PLACA PRETA              ;
2-SP;301360;BUCHA DO EIXO DE SUSPENSÃO TRAS.                                      ;87088000;18;7,92;JAHU PLACA PRETA              ;
2-SP;301377;BUCHA DO QUADRO DO MOTOR DIANT.                                       ;40169990;> 20.00   ;15,79;JAHU PLACA PRETA              ;
2-SP;301384;PINO DOBRADIÇA PORTA (ORIG. 8MM)                                      ;87082999;10;1,83;JAHU PLACA PRETA              ;
2-SP;301391;PINO DOBRADIÇA PORTA (SOB MED. 8,2MM)                                 ;87082999;10;2,1;JAHU PLACA PRETA              ;
2-SP;301544;POLIA BOMBA D ÁGUA                                                    ;84835010;3;38,22;JAHU PLACA PRETA              ;
2-SP;301605;BATENTE DO AMORTECEDOR DIANT. (BORR.)                                 ;40169990;0;4,83;JAHU PLACA PRETA              ;
2-SP;301643;TRAVA DESLIZE BANCO                                                   ;87082999;5;0,61;JAHU PLACA PRETA              ;
2-SP;301674;COIFA DO AMORTECEDOR DIANT.                                           ;40169990;0;8,1;JAHU PLACA PRETA              ;
2-SP;301704;COIFA DO AMORTECEDOR DIANT. ORIG.                                     ;40169300;0;5,62;JAHU PLACA PRETA              ;
2-SP;302220;MANOPLA ALAVANCA CÂMBIO C/BUCHA NYLON (PU)                            ;87089990;> 10.00   ;10,77;JAHU PLACA PRETA              ;
2-SP;302251;BATENTE DA SUSPENSÃO TRAS.                                            ;40169990;2;20,88;JAHU PLACA PRETA              ;
2-SP;302268;KIT BARRA ESTABILIZADORA DIANT. EXT. 18MM                             ;87088000;> 10.00   ;4,38;JAHU PLACA PRETA              ;
2-SP;302343;MANGUEIRA DO FILTRO DE AR 50 510 ORIG.                                ;87089990;> 10.00   ;32,76;JAHU PLACA PRETA              ;
2-SP;302350;MANGUEIRA DA BOMBA DAGUA/FLANGE (ALC.)(ORIG.)                         ;40093100;6;18,53;JAHU PLACA PRETA              ;
2-SP;302367;MANGUEIRA CARB/FLANGE MOTOR (ALC.)(ORIG.)                             ;40093100;9;16,82;JAHU PLACA PRETA              ;
2-SP;302374;MANGUEIRA DO AQUECEDOR CABEÇ./COL. (ALC.)(ORIG.)                      ;40093100;1;10,54;JAHU PLACA PRETA              ;
2-SP;302572;BUCHA DA BANDEJA DIANT.                                               ;40169990;> 80.00   ;6,99;JAHU PLACA PRETA              ;
2-SP;302589;BUCHA DA BANDEJA DIANT. ORIG.                                         ;87089990;17;8,01;JAHU PLACA PRETA              ;
2-SP;302640;DESCANSO BRAÇO ESQ.                                                   ;87089990;7;33,88;JAHU PLACA PRETA              ;
2-SP;302657;DESCANSO BRAÇO DIR.                                                   ;87089990;7;33,88;JAHU PLACA PRETA              ;
2-SP;302688;ARO DO FAROL DUPLO LE (CROMADO)                                       ;87082999;1;65,84;JAHU PLACA PRETA              ;
2-SP;302695;ARO DO FAROL DUPLO LD (CROMADO)                                       ;87082999;0;109,73;JAHU PLACA PRETA              ;
2-SP;302701;ARO DO FAROL DUPLO LD (PRETO)                                         ;87082999;0;44,94;JAHU PLACA PRETA              ;
2-SP;302718;ARO DO FAROL DUPLO LE (PRETO)                                         ;87082999;1;29,63;JAHU PLACA PRETA              ;
2-SP;302800;GRADE RADIADOR                                                        ;87082992;2;30,4;JAHU PLACA PRETA              ;
2-SP;302879;RESERVATÓRIO LAV. PARA-BRISA                                          ;87089990;3;37,44;JAHU PLACA PRETA              ;
2-SP;303067;PONTEIRA PARA-CHOQUE DIANT. ESQ.                                      ;87081000;7;44,94;JAHU PLACA PRETA              ;
2-SP;303074;PONTEIRA PARA-CHOQUE DIANT. DIR.                                      ;87081000;0;44,94;JAHU PLACA PRETA              ;
2-SP;303081;PONTEIRA PARA-CHOQUE TRAS. ESQ.                                       ;87081000;0;45,27;JAHU PLACA PRETA              ;
2-SP;303098;PONTEIRA PARA-CHOQUE TRAS. DIR.                                       ;87081000;0;45,27;JAHU PLACA PRETA              ;
2-SP;303197;PAPELÃO RADIADOR (JG 4 PCS)                                           ;87089100;0;17,73;JAHU PLACA PRETA              ;
2-SP;303296;COXIM CÂMBIO                                                          ;40169990;1;52,08;JAHU PLACA PRETA              ;
2-SP;303333;MANGUEIRA DA BOMBA DAGUA/VALVULA AQUECEDOR(ORIG.)                     ;40093100;0;11,24;JAHU PLACA PRETA              ;
2-SP;303340;MANGUEIRA DO RADIADOR SUP. (S/AR)(ORIG.)                              ;40093100;7;20;JAHU PLACA PRETA              ;
2-SP;303357;MANGUEIRA DO RADIADOR SUP. (C/AR)(ORIG.)                              ;40093100;2;17,53;JAHU PLACA PRETA              ;
2-SP;303395;MANGUEIRA DO RESPIRO DO MOTOR ORIG.                                   ;40093100;> 10.00   ;7,74;JAHU PLACA PRETA              ;
2-SP;303418;MANGUEIRA DO TUBO/VÁLVULA AQUECEDOR(ORIG.)                            ;40093100;6;6,79;JAHU PLACA PRETA              ;
2-SP;303425;MANGUEIRA DA BOMBA DÁGUA ORIG.                                        ;40093100;> 10.00   ;15,37;JAHU PLACA PRETA              ;
2-SP;303692;TAMPA RESERVATÓRIO EXP. RADIADOR                                      ;87089100;0;10,98;JAHU PLACA PRETA              ;
2-SP;383335;MÁQUINA VIDRO MANUAL DIR.                                             ;87082999;0;101,47;JAHU PLACA PRETA              ;
2-SP;383342;MÁQUINA VIDRO MANUAL ESQ.                                             ;87082999;0;101,47;JAHU PLACA PRETA              ;
